Age,Gender,Marital_Status,Dependents,Education,Self_Employed,Work_Experience_Years,ApplicantIncome,CoapplicantIncome,Salary_Payment_Mode,Existing_EMI,Residential_Assets,Area,Loan_Purpose,LoanAmount,Loan_Amount_Term,Hidden_CIBIL,Approved_Bank,Officer_Approved,Fraud_Label,Eligible_Loan_Amount
25,0,1,1,0,0,1,15626,0,2,916,0,0,3,1437358,84,650.27,-1,0,1,313706.0
30,0,1,0,2,0,0,19883,56710,2,2522,2,0,4,345179,12,611.67,-1,0,1,345179.0
58,0,0,0,1,1,5,39152,23078,2,7536,0,1,3,778926,12,618.15,-1,0,0,692608.0
55,1,0,0,1,1,31,51403,0,2,3696,2,2,3,499544,72,681.02,-1,0,0,499544.0
22,1,0,1,1,0,2,18337,0,2,6136,1,2,3,1327014,12,578.83,-1,0,1,293108.0
28,1,1,0,1,0,2,16539,0,1,1456,1,0,2,995813,60,605.87,-1,0,1,243420.0
58,1,1,0,1,1,4,13275,0,2,57,0,1,5,2349070,72,673.42,-1,0,1,327771.0
46,1,1,0,0,1,16,41613,43663,2,963,1,2,1,2159306,84,671.51,-1,0,0,959433.0
40,1,1,2,1,0,7,30147,0,1,10224,1,0,0,1841050,72,610.62,-1,0,0,0.0
28,0,0,0,1,1,0,19551,27925,2,3423,0,1,2,686652,36,605.25,-1,0,1,267792.0
21,1,0,1,2,0,0,27807,0,2,8365,0,1,1,2039524,12,636.04,-1,0,1,455760.0
27,1,0,0,2,0,5,43429,44502,2,18040,1,1,2,2281892,12,598.88,-1,0,1,652100.0
62,0,1,1,1,0,29,54814,0,2,544,2,2,0,2317261,18,708.5,-1,0,0,1634628.0
55,1,1,0,0,0,21,46240,0,2,17117,1,2,3,134987,24,693.09,-1,0,0,134987.0
62,0,0,0,0,0,36,43460,0,1,16480,0,2,2,388349,24,710.8,-1,0,0,388349.0
56,1,1,2,1,0,0,19960,18342,1,3016,0,2,3,461908,24,640.63,-1,0,1,326816.0
50,1,0,0,1,0,3,27652,37936,0,3417,2,1,3,1561932,72,563.87,-1,0,1,307016.0
50,0,1,2,0,0,5,14435,59808,2,5880,0,1,4,1932227,60,593.12,-1,0,1,0.0
25,0,0,0,1,0,4,12927,0,2,2461,2,0,5,1917431,84,587.6,-1,0,1,51816.0
30,1,1,1,1,1,2,13392,0,2,4512,1,0,0,972694,24,619.29,-1,0,1,159552.0
30,1,0,0,1,0,6,19668,0,0,160,2,2,0,192001,24,635.2,-1,0,0,192001.0
39,1,1,2,1,0,16,53873,0,1,19525,1,0,1,1096325,60,692.8,-1,0,0,175325.0
64,0,1,1,1,0,41,53824,27779,2,8507,0,1,2,2490734,60,767.49,-1,0,0,1373420.0
40,1,0,0,2,0,18,68929,0,0,9154,0,0,1,2092845,48,710.93,-1,0,1,1628478.0
46,1,1,0,0,0,12,13806,17529,2,1170,1,1,2,845415,72,656.27,-1,0,1,260910.0
45,0,1,2,1,1,3,23970,18406,2,7818,0,2,1,360986,48,612.7,-1,0,0,104136.0
21,0,1,2,1,0,0,17008,24043,1,1957,2,0,1,1698871,12,562.28,-1,0,1,316676.0
25,1,1,0,2,0,4,41423,0,2,8476,0,0,4,1924438,36,605.14,-1,0,0,523324.0
61,1,1,0,1,0,20,53094,0,2,20601,1,0,4,1781091,18,663.42,-1,0,0,956532.0
32,0,1,0,1,1,5,27610,0,2,5540,0,2,3,579360,12,635.87,-1,0,0,485720.0
31,0,0,0,0,0,4,16184,33015,2,6293,0,1,1,1754720,36,632.88,-1,0,1,97132.0
27,0,1,0,1,1,5,18921,0,2,3901,0,2,2,2409192,18,591.31,-1,0,1,308202.0
63,1,1,3,2,0,34,70342,0,2,10439,0,2,5,1763037,36,730.01,-1,0,0,1734456.0
29,1,1,1,1,0,0,13125,19393,1,3016,0,0,1,2445167,12,588.87,-1,0,1,226308.0
63,0,1,2,1,0,5,23660,0,0,8855,0,2,0,891694,60,647.06,-1,0,1,0.0
57,0,1,1,1,0,26,64786,0,2,5586,1,1,2,1562063,60,673.68,-1,0,0,1284490.0
28,1,1,1,2,0,3,24246,0,0,4071,1,1,4,888096,72,627.27,-1,0,1,191808.0
37,0,1,1,2,0,9,38985,46411,1,5968,1,1,0,2143104,84,669.37,-1,0,0,473313.0
55,0,0,2,1,0,31,50324,31869,1,8357,0,2,2,2090153,12,688.41,-1,0,0,1157816.0
29,1,1,1,0,0,2,9000,31057,2,512,1,2,1,2439959,24,625.57,-1,0,1,167712.0
35,1,1,0,1,1,0,13706,31168,2,293,0,0,1,2157660,12,598.19,-1,0,1,270604.0
31,1,0,0,1,0,1,17784,0,1,6821,0,2,2,1421851,60,604.01,-1,0,1,0.0
49,1,1,1,1,0,11,29347,33582,0,1885,0,0,1,126246,60,620.58,-1,0,0,126246.0
49,0,1,0,2,0,21,56311,0,1,24121,1,1,3,1463020,48,642.73,-1,0,0,0.0
35,1,1,0,1,1,2,21297,0,2,38,1,2,1,834788,60,617.2,-1,0,0,423660.0
48,1,1,1,1,1,21,62760,28911,0,5457,0,1,3,702970,48,646.52,-1,0,1,702970.0
49,0,0,0,1,0,3,28598,0,2,10391,1,1,3,1280044,12,632.88,-1,0,0,447268.0
62,1,1,0,0,0,5,26635,0,1,4729,0,0,2,2367410,18,600.1,-1,0,0,447578.0
32,1,1,0,2,1,3,24977,38409,2,3302,0,2,1,555287,36,706.23,-1,0,0,555287.0
24,0,1,1,1,0,0,25605,26570,0,7239,0,2,2,1271947,18,634.1,-1,0,1,381798.0
64,1,1,0,2,0,40,69761,0,2,26534,0,0,0,1099945,36,720.43,-1,0,0,1099945.0
42,1,1,0,0,0,5,29203,0,2,6849,0,2,2,2075097,72,686.72,-1,0,0,236947.0
62,0,1,0,1,0,32,51054,0,2,1255,1,2,2,1841918,60,738.43,3,1,0,1456320.0
45,1,0,2,1,0,26,55672,0,0,13338,0,1,2,992916,48,681.92,-1,0,1,751576.0
61,1,1,0,1,0,16,43559,0,2,8395,1,1,3,426153,48,615.97,-1,0,0,426153.0
45,1,0,1,1,0,19,51365,0,2,21164,0,1,5,662921,12,650.28,-1,0,0,662921.0
53,0,1,1,1,0,8,33798,32456,2,9153,2,2,3,1251989,24,613.11,-1,0,0,456288.0
53,1,0,0,0,1,1,9000,0,2,2417,2,0,5,2446942,18,642.12,-1,0,1,136494.0
52,1,1,0,1,0,4,31902,21551,2,8596,1,1,2,1249027,24,597.07,-1,0,1,431736.0
28,0,0,1,1,0,2,31066,41316,1,5003,0,2,3,1135968,18,628.13,-1,0,0,531266.0
51,0,1,1,2,0,14,58417,0,2,342,1,0,3,1502731,48,676.88,-1,0,0,1444009.0
26,1,0,1,2,0,7,45520,13346,2,9250,1,0,1,2427746,60,640.57,-1,0,0,355400.0
52,1,1,1,1,0,17,62463,0,0,3631,1,1,2,2349086,36,679.2,-1,0,1,1430859.0
48,0,1,0,1,0,26,47969,49975,0,14907,1,1,3,2048463,72,679.28,-1,0,1,125921.0
60,1,1,2,1,0,13,48533,0,2,6396,0,1,1,302718,84,677.89,-1,0,0,302718.0
53,1,1,1,1,0,6,27656,32762,2,3385,1,1,1,867732,24,642.62,-1,0,0,471880.0
44,0,0,3,2,0,3,32413,0,0,5572,1,1,0,2074420,60,550.0,-1,0,1,313940.0
53,1,1,0,1,0,28,61007,31694,2,1461,1,1,0,821877,18,660.51,-1,0,0,821877.0
24,1,0,1,1,0,3,23993,0,2,1035,1,0,0,358360,18,597.05,-1,0,1,358360.0
58,1,1,0,1,0,37,41965,0,2,13064,2,0,3,2185872,36,714.26,-1,0,0,788646.0
28,1,0,2,1,1,4,13614,37477,2,5208,1,1,2,759417,84,608.0,-1,0,1,0.0
64,0,1,0,0,0,3,13611,50872,2,4735,1,2,0,307309,36,617.69,-1,0,0,101760.0
56,1,0,0,1,0,6,15919,0,1,6713,0,1,0,182646,84,646.12,-1,0,0,0.0
49,0,1,1,1,0,23,60771,25957,2,27118,1,0,1,2306059,84,601.27,-1,0,0,0.0
21,1,1,0,1,0,1,14096,0,2,5373,1,2,2,192535,60,628.67,-1,0,0,0.0
24,1,0,1,1,1,5,29534,0,1,12134,1,2,1,1320862,24,593.56,-1,0,1,299464.0
59,1,1,0,1,0,33,55100,0,2,17507,0,2,1,738915,48,706.44,-1,0,0,738915.0
36,1,0,2,0,0,12,30623,27751,0,3126,0,0,2,2140764,60,646.81,-1,0,1,424900.0
56,1,0,1,1,0,24,58460,0,1,9586,0,0,2,694163,24,668.76,-1,0,0,694163.0
53,0,1,2,0,0,16,31846,0,2,7786,0,1,1,2286581,12,687.44,-1,0,0,702718.0
33,1,1,0,1,0,4,22434,9303,2,5729,1,1,3,2361648,84,663.68,-1,0,0,79614.0
30,0,1,2,0,0,3,15550,41049,2,4945,0,1,2,1823142,84,614.96,-1,0,1,0.0
31,0,1,1,1,0,5,33630,0,1,13665,1,0,5,1678748,18,607.94,-1,0,0,426630.0
59,1,1,3,1,0,14,42347,0,2,16179,1,1,2,1010285,36,610.9,-1,0,0,264496.0
45,1,1,0,1,1,20,56783,10426,1,24667,0,2,0,2068482,24,634.67,-1,0,0,543652.0
33,1,0,1,1,0,5,35592,0,2,6853,2,1,2,1463742,48,595.02,-1,0,1,382896.0
48,0,0,1,1,0,18,37775,0,2,10057,2,1,5,547485,18,690.48,-1,0,0,547485.0
27,1,1,1,1,0,0,12842,0,2,1175,1,2,2,1743147,18,662.15,-1,0,1,299900.0
34,0,0,0,1,0,11,46491,0,2,5664,0,1,1,797642,48,649.04,-1,0,0,657948.0
38,1,1,0,1,0,19,41059,49057,2,11791,1,2,2,244987,12,604.1,-1,0,0,244987.0
31,1,1,0,0,0,7,23453,28506,1,2202,0,1,1,1604385,12,589.3,-1,0,1,442636.0
35,1,1,1,1,1,8,32040,58724,0,6975,1,1,1,2488372,12,650.3,-1,0,1,717300.0
41,1,1,0,2,0,6,34950,0,2,14157,1,0,1,357907,84,626.52,-1,0,0,0.0
30,1,1,1,1,0,9,32920,24960,1,9638,0,1,3,1732191,36,655.81,-1,0,0,476032.0
33,1,1,0,1,1,9,37252,25960,2,4107,0,2,0,1860956,12,664.33,-1,0,0,882016.0
46,0,1,0,1,0,3,28482,0,2,4071,2,2,5,454529,72,605.38,-1,0,0,276528.0
50,1,1,2,1,0,4,24288,0,1,9849,2,2,1,1832503,12,638.38,-1,0,0,367572.0
41,1,1,0,1,0,11,38663,21265,2,5105,1,0,1,1645465,84,660.39,-1,0,0,537755.0
55,0,1,1,1,0,13,42966,0,1,14315,0,0,0,2365849,84,659.34,-1,0,0,0.0
24,0,1,2,2,0,4,35736,0,2,11687,1,2,2,2445128,12,649.5,-1,0,0,574476.0
44,1,0,1,1,0,14,33670,56492,2,8304,1,2,2,2252490,24,614.01,-1,0,0,474104.0
63,0,1,0,1,0,7,33727,31944,1,2739,1,2,1,154124,12,722.14,3,1,0,154124.0
45,1,1,0,0,0,15,22862,9093,2,6780,0,2,0,1037090,18,637.67,-1,0,0,335200.0
38,1,1,1,1,0,7,31584,0,0,8037,0,0,4,2066199,18,647.8,-1,0,1,487014.0
27,0,0,0,1,1,7,37678,0,1,10574,1,0,0,1131651,18,652.08,-1,0,0,751618.0
48,0,1,1,1,1,10,40339,0,2,16071,0,2,2,105297,24,676.14,-1,0,0,105297.0
26,1,0,2,0,0,7,21028,9126,1,3775,0,1,0,759972,72,588.0,-1,0,1,148760.0
41,1,0,1,0,0,21,44131,0,0,6340,1,1,1,1938328,24,601.09,-1,0,1,730460.0
37,1,1,3,1,1,7,28137,0,2,3891,1,0,5,2186927,72,642.78,-1,0,0,282588.0
31,1,1,1,2,0,9,38235,36381,1,8255,0,0,1,1959012,12,626.19,-1,0,0,665640.0
46,0,1,0,1,0,10,43295,0,0,6205,1,0,0,577472,48,591.84,-1,0,1,568060.0
51,0,1,0,1,0,20,44063,21469,2,8009,2,2,2,2092019,24,652.92,-1,0,0,909359.0
34,0,0,1,1,1,14,49708,0,1,19086,1,1,2,1936734,24,663.33,-1,0,0,784636.0
59,1,1,0,1,1,28,57083,52754,2,6396,1,2,0,269531,12,674.93,-1,0,0,269531.0
21,0,0,2,1,1,1,10554,0,1,1240,0,0,4,76780,12,641.86,-1,0,0,76780.0
33,1,1,0,1,1,8,33105,0,0,7091,1,0,1,1116496,24,640.82,-1,0,1,491916.0
24,0,1,0,1,0,3,22495,0,2,631,1,0,3,1135163,60,581.57,-1,0,1,412040.0
55,1,1,0,1,0,0,11218,0,2,3311,1,2,3,687797,24,635.84,-1,0,1,144896.0
58,0,1,0,1,0,21,37209,0,2,11725,1,1,0,602326,18,638.64,-1,0,0,533130.0
29,1,1,1,1,0,4,26903,0,0,10075,1,1,0,806628,36,550.0,-1,0,1,175360.0
59,1,0,2,1,0,25,47201,55301,1,5987,0,0,0,385572,84,726.01,-1,0,0,385572.0
48,1,1,2,2,0,14,64187,54112,0,5975,0,1,0,456157,24,640.44,-1,0,0,456157.0
61,1,1,0,1,1,21,61450,0,2,27503,0,0,4,1199357,48,680.27,-1,0,0,216106.0
59,0,0,0,1,0,5,24629,16242,1,9237,1,1,0,2129312,12,604.18,-1,0,0,381736.0
24,0,0,0,1,0,4,27041,26767,1,2831,1,0,4,2322862,18,583.99,-1,0,1,489862.0
52,1,0,0,1,1,13,35005,0,2,4673,1,1,3,1890747,60,662.93,-1,0,0,594745.0
54,1,1,1,1,0,2,24864,0,1,5176,1,1,1,312143,60,640.75,-1,0,0,186720.0
60,0,0,1,1,0,0,16479,0,2,7404,1,1,0,1535319,18,580.24,-1,0,1,196308.0
40,0,0,0,1,1,16,46349,54976,0,15871,2,1,5,781948,60,629.69,-1,0,1,0.0
57,1,0,1,1,0,37,61016,0,1,16336,2,1,5,1384267,72,761.63,-1,0,0,959368.0
43,1,1,0,1,1,0,12826,35369,2,1534,1,1,0,1167542,36,642.99,-1,0,1,201296.0
34,1,1,0,0,0,14,20804,0,0,9268,0,1,2,391781,84,654.29,-1,0,0,0.0
23,1,1,0,1,1,0,9000,12946,2,2969,1,2,1,2147913,12,595.7,-1,0,1,144372.0
63,0,0,1,1,1,9,35932,0,2,15542,1,0,1,2200202,18,643.26,-1,0,0,438884.0
51,0,1,2,1,1,28,49825,19440,2,20326,0,1,4,1681894,36,706.41,7,1,0,763014.0
51,1,0,1,1,1,8,23942,22864,1,4334,2,2,2,2476162,60,635.29,-1,0,0,218800.0
34,0,1,0,0,0,0,9000,43338,1,3037,1,1,0,2047483,48,666.47,-1,0,1,79224.0
64,1,1,3,1,0,35,52921,0,2,6347,1,1,0,1299381,12,734.29,-1,0,0,1299381.0
35,0,1,0,2,0,11,58481,41329,2,6047,1,2,4,135001,36,780.41,-1,0,0,135001.0
40,1,1,2,1,0,1,13924,0,1,1868,1,2,1,152415,60,637.62,-1,0,0,152415.0
31,1,1,2,2,1,4,50243,43905,2,14317,0,0,4,1829352,18,710.63,3,1,0,1249584.0
25,1,1,2,1,0,0,14352,32649,2,2199,1,0,3,1362500,24,658.57,-1,0,1,306024.0
53,1,1,1,1,1,22,59426,0,1,23478,0,2,4,2416274,48,692.92,-1,0,0,358706.0
29,1,1,1,1,0,8,31103,0,1,9754,0,1,3,1659096,24,629.58,-1,0,0,387964.0
37,1,1,0,0,0,17,31139,0,2,5062,0,1,2,2355450,84,659.76,-1,0,0,353267.0
53,1,1,0,0,0,10,34818,0,2,11950,1,2,4,1035176,84,675.05,-1,0,0,0.0
49,0,1,0,1,0,28,53965,52955,2,21899,0,0,1,151908,60,733.44,3,1,0,151908.0
58,1,0,1,1,0,12,30300,0,0,5503,2,0,0,1965795,60,674.06,-1,0,1,427320.0
29,0,1,1,0,0,6,13852,0,2,2699,0,0,5,751690,12,613.18,-1,0,1,244652.0
21,0,0,0,1,0,1,18020,23093,2,2736,1,1,3,1760355,12,606.95,-1,0,1,327568.0
32,1,0,1,1,1,12,42097,59571,0,16677,1,2,0,1488922,72,620.04,-1,0,1,0.0
33,0,1,3,1,1,5,15048,32343,0,3639,1,2,0,1295524,48,665.23,-1,0,1,201528.0
45,1,0,0,1,0,1,11256,0,2,419,2,1,1,312547,84,668.63,-1,0,0,246204.0
57,1,1,1,2,0,28,68931,38920,2,25292,0,0,4,605574,48,757.28,3,1,0,605574.0
36,0,1,0,0,1,10,26188,0,2,381,1,2,3,1830985,60,637.02,-1,0,0,500900.0
30,1,0,0,1,0,8,44303,0,0,5339,1,2,1,1494103,84,633.11,-1,0,1,437584.0
48,1,1,0,2,0,24,64439,0,2,24607,0,1,3,147179,36,648.63,-1,0,0,147179.0
55,0,1,0,1,1,8,28317,0,1,11803,1,1,1,1065848,12,667.42,-1,0,0,566289.0
27,1,1,2,1,1,1,18734,0,1,1368,1,1,0,1379095,60,670.27,-1,0,1,386270.0
52,1,1,3,1,1,5,40635,0,2,17784,0,1,4,607088,18,640.48,-1,0,0,492588.0
23,0,1,0,1,1,0,9000,14001,2,971,1,2,1,459289,18,577.11,-1,0,1,162522.0
50,1,0,0,1,0,30,41719,0,2,10388,1,1,3,1293385,12,736.45,-1,0,0,1126914.0
21,1,1,2,2,0,1,27059,0,2,690,0,1,3,2440375,36,589.16,-1,0,1,516340.0
21,0,0,0,1,1,2,28684,0,1,1102,0,1,0,1983812,18,627.1,-1,0,0,553844.0
56,1,1,0,0,1,27,43509,25153,2,11285,0,0,3,1755528,12,653.1,-1,0,0,952305.0
31,1,1,0,1,0,2,9000,0,2,771,1,1,1,239488,36,624.29,-1,0,0,152244.0
64,1,1,1,2,0,0,24129,30092,2,5063,0,1,2,910623,84,665.88,-1,0,1,177933.0
38,1,1,1,1,1,9,50194,0,0,4067,0,1,2,1707030,24,629.52,-1,0,1,906272.0
63,1,0,0,1,1,16,51028,0,0,7688,2,1,1,1414210,48,676.24,-1,0,1,906676.0
64,0,1,0,1,0,29,59463,31577,1,13966,0,2,5,2467739,24,712.52,-1,0,0,1448706.0
36,1,1,0,2,0,10,37262,0,0,6532,2,1,2,685913,48,701.97,-1,0,1,685913.0
29,1,1,2,0,0,2,14033,0,2,158,1,1,1,504930,24,602.68,-1,0,0,276868.0
21,0,1,0,1,0,1,26058,40027,2,9867,1,1,1,2358667,72,684.12,-1,0,0,0.0
60,1,0,0,2,0,8,52218,16050,2,12429,0,1,0,577514,18,649.48,-1,0,0,577514.0
45,0,1,1,0,0,7,9000,0,0,438,1,2,1,1162027,84,580.13,-1,0,1,143208.0
40,0,1,1,0,0,14,21228,0,2,1432,2,1,1,1244274,84,635.61,-1,0,0,304272.0
48,1,1,1,1,0,2,25996,0,0,7172,1,0,1,2314918,84,573.28,-1,0,1,0.0
64,1,1,0,2,0,41,53961,0,2,4946,1,0,4,355492,12,731.43,3,1,0,355492.0
46,1,1,0,1,0,25,64781,13972,2,10432,0,2,2,2264971,12,765.34,3,1,0,2142151.0
50,0,0,0,0,0,26,43723,0,2,17166,0,1,2,195419,84,656.09,-1,0,0,0.0
24,0,0,2,0,0,4,13746,58738,2,5365,1,1,4,2140125,12,652.37,-1,0,1,279270.0
36,1,1,1,1,0,10,24736,32429,2,3005,0,0,1,154824,24,668.84,-1,0,0,154824.0
31,1,1,1,1,0,0,21928,20589,1,6147,0,0,2,1288521,18,671.51,-1,0,1,437554.0
40,1,0,1,1,0,15,49605,0,2,14991,1,0,3,555839,18,648.88,-1,0,0,555839.0
26,1,0,1,2,0,7,36734,0,2,1474,0,2,1,534903,72,680.85,-1,0,0,534903.0
34,1,0,1,1,0,1,16505,0,2,7026,0,1,2,1868811,48,646.99,-1,0,1,0.0
39,1,1,2,1,1,15,41720,0,2,12224,1,2,4,1721608,84,611.58,-1,0,0,0.0
53,1,1,1,2,0,24,69605,0,2,19066,2,0,5,2054241,18,697.0,-1,0,0,1396937.0
30,0,0,0,1,0,5,14454,34215,2,4917,0,0,2,1666596,84,584.35,-1,0,1,0.0
27,1,0,0,2,0,1,33382,25601,1,12575,2,0,5,2212407,24,648.89,-1,0,0,365840.0
46,0,0,0,0,1,4,9000,0,0,962,0,1,4,151086,72,628.34,-1,0,0,110736.0
61,1,0,1,1,0,24,51152,30959,0,18248,0,2,1,292976,24,658.54,-1,0,0,292976.0
31,1,1,1,1,0,1,28369,0,2,3614,0,1,3,492291,60,607.89,-1,0,0,350540.0
45,1,1,2,1,0,14,43835,0,1,6088,0,2,1,724474,24,721.41,3,1,0,724474.0
40,0,1,1,1,0,5,26554,0,2,4736,1,0,3,2422930,60,676.89,-1,0,0,379690.0
38,0,1,2,2,0,4,27759,8373,2,5549,0,1,2,1956640,60,654.72,-1,0,0,361035.0
26,1,1,1,1,0,2,22672,0,1,9054,1,0,2,1012681,84,602.2,-1,0,0,0.0
44,0,0,1,1,1,17,46667,0,1,14799,1,1,1,2458128,24,646.53,-1,0,0,578164.0
60,1,0,0,1,1,37,60923,0,0,12761,0,1,5,592944,60,688.28,-1,0,1,592944.0
47,1,1,3,1,0,10,34676,20832,0,830,0,1,2,1185616,84,602.06,-1,0,1,623800.0
39,1,0,0,1,1,15,51126,23833,2,6529,0,2,1,785550,60,671.55,-1,0,0,785550.0
29,1,1,0,0,0,4,12036,0,0,2060,0,1,3,622293,48,558.84,-1,0,1,141840.0
52,1,0,0,1,0,15,34490,34043,2,15166,1,2,0,2017062,48,659.18,-1,0,0,134282.0
40,1,1,1,0,0,7,34665,0,2,11378,1,2,3,1467218,12,586.04,-1,0,1,556764.0
42,1,0,0,2,0,18,50864,0,0,22768,2,0,0,515268,84,717.12,-1,0,1,0.0
41,0,1,0,1,1,4,33130,0,2,8261,0,2,3,202752,48,606.3,-1,0,0,202752.0
61,1,1,1,1,0,29,55154,0,2,17648,2,0,1,1252648,60,724.19,-1,0,0,595740.0
51,1,1,1,1,0,5,28082,0,2,1320,1,1,2,561811,72,667.66,-1,0,0,561811.0
40,0,1,0,0,0,15,31769,0,1,5965,1,1,0,621672,72,639.69,-1,0,0,205900.0
27,0,1,1,1,0,6,31369,59661,2,6435,0,2,4,687556,84,635.26,-1,0,0,86840.0
57,1,1,1,1,0,32,41093,41904,1,1560,1,1,0,2472116,36,760.74,-1,0,0,1382095.0
55,1,0,1,1,0,30,53139,41194,2,19341,0,1,0,151549,84,696.14,-1,0,0,0.0
45,1,0,0,0,0,6,16957,27348,2,5230,0,1,3,1263341,36,552.14,-1,0,1,150860.0
59,0,1,0,1,0,12,30714,26939,2,4247,1,0,4,1100931,36,688.42,-1,0,0,614958.0
25,1,1,1,1,1,6,31430,0,0,5109,0,2,2,1055650,18,647.77,-1,0,1,536638.0
59,0,1,0,1,0,14,50180,17565,1,21709,1,2,4,1147158,84,667.52,-1,0,0,0.0
47,1,1,0,1,1,3,9286,23870,0,2030,1,0,4,612691,60,608.84,-1,0,1,63920.0
35,1,1,0,1,0,10,26081,39412,2,8452,1,2,2,137037,12,651.27,-1,0,0,137037.0
22,0,0,0,1,0,3,18086,0,2,54,1,2,2,2465912,60,601.71,-1,0,1,358480.0
32,1,1,0,1,0,4,30223,0,0,132,2,2,3,1494820,12,550.0,-1,0,1,602876.0
33,1,0,0,1,1,0,11607,0,2,845,1,1,0,1286348,60,640.01,-1,0,1,181440.0
24,1,0,0,1,0,4,25693,0,0,3347,0,2,3,1879892,36,587.83,-1,0,1,393368.0
34,0,1,0,2,1,5,32256,0,2,4809,0,2,4,2451825,72,713.31,-1,0,0,621432.0
62,1,0,0,1,1,29,51006,0,2,15652,2,2,3,341285,72,722.49,-1,0,0,341285.0
51,1,0,2,1,0,32,46162,0,2,17359,0,1,0,1861475,72,663.52,-1,0,0,0.0
59,1,1,2,1,1,13,45284,0,0,91,0,0,2,1654719,24,711.63,-1,0,1,1356336.0
23,0,1,1,1,0,1,22584,0,2,479,0,1,1,1502831,84,670.85,-1,0,0,524364.0
29,1,1,0,2,1,8,38044,22381,2,4089,0,2,4,666939,84,632.84,-1,0,0,417404.0
21,1,1,3,2,1,1,34752,0,0,2884,1,2,4,2325477,36,682.62,-1,0,1,764976.0
46,1,1,0,1,0,8,19788,0,2,5923,0,1,0,2003602,48,613.05,-1,0,1,111456.0
57,1,1,0,0,0,2,11335,0,2,231,0,2,2,287823,48,627.5,-1,0,0,215612.0
41,0,1,1,2,0,7,38543,0,2,9279,2,1,3,1067572,24,655.91,-1,0,0,740879.0
62,1,1,0,2,0,1,23048,0,2,7994,1,2,2,2391019,12,599.62,-1,0,1,365032.0
44,1,1,1,1,0,8,31275,47422,2,6492,1,2,2,1128809,24,640.96,-1,0,0,469692.0
54,1,1,0,2,0,32,59554,0,2,8719,0,2,2,2464298,48,743.28,-1,0,0,1368108.0
44,0,1,0,1,0,6,28937,0,1,10873,0,1,2,978275,24,636.25,-1,0,0,317788.0
50,0,1,0,2,1,27,69675,0,1,22532,0,1,3,828500,48,717.53,-1,0,0,828500.0
34,0,1,1,0,1,6,23664,52347,2,6154,1,0,2,586250,60,607.84,-1,0,0,104040.0
31,1,0,2,1,0,8,32332,0,0,436,0,2,0,2475786,18,646.29,-1,0,1,638792.0
45,0,1,1,2,0,18,64392,0,1,19889,0,2,4,1598263,72,717.54,3,1,0,499752.0
35,1,1,2,1,0,13,42187,19556,0,5179,0,0,1,1493074,24,642.04,-1,0,1,719444.0
21,1,1,1,1,0,1,19222,0,2,1778,1,0,4,2458637,84,625.27,-1,0,1,235088.0
31,1,1,3,1,0,0,20870,0,2,8206,1,2,5,2143130,48,625.6,-1,0,1,23512.0
56,1,1,2,2,0,36,67724,0,1,19963,1,2,2,2410838,84,683.71,-1,0,0,16208.0
32,1,0,2,1,0,1,26021,15477,0,7922,1,1,3,1256199,18,613.35,-1,0,1,377824.0
57,0,1,0,2,0,14,49550,11944,2,18731,2,2,2,1830928,18,636.95,-1,0,0,653842.0
39,1,1,2,2,0,7,32533,0,1,9780,2,2,1,2389651,36,649.89,-1,0,0,298580.0
42,0,1,1,1,1,11,50979,0,0,7952,0,0,1,1659538,48,642.43,-1,0,1,637884.0
61,1,1,0,1,0,16,43570,32532,1,14807,1,1,1,2442354,18,658.34,-1,0,0,822724.0
34,1,0,2,1,0,9,31585,0,2,357,2,0,0,2403052,48,689.01,-1,0,0,772489.0
26,0,0,0,1,0,2,17071,0,2,2374,0,1,1,2170028,48,668.18,-1,0,1,312823.0
49,1,1,1,1,0,7,26761,11288,2,2040,2,1,1,1071000,12,714.03,-1,0,0,778350.0
28,0,0,1,1,0,4,24928,18646,2,4651,0,1,0,1758675,48,550.0,-1,0,1,275312.0
56,1,1,0,1,0,31,43787,0,0,2228,1,2,4,1376664,72,683.55,-1,0,1,934259.0
32,1,0,2,2,0,10,60856,43312,1,21745,1,1,5,174421,60,697.34,-1,0,0,174421.0
60,1,0,0,0,1,31,45761,0,2,17917,1,2,3,1611014,48,704.04,7,1,0,512814.0
26,0,0,0,2,1,5,48272,0,2,6970,2,0,0,1151432,60,593.78,-1,0,1,547240.0
55,1,1,1,2,1,31,69098,0,1,3328,2,1,1,918104,72,736.1,3,1,0,918104.0
62,0,1,1,1,0,12,41802,0,0,3232,1,0,3,1616822,48,662.91,-1,0,1,889914.0
45,0,1,1,2,0,19,47054,52255,2,8940,1,0,2,966645,24,704.93,7,1,0,966645.0
40,1,1,1,2,0,21,62004,55682,2,11206,0,1,0,1007661,84,724.74,-1,0,0,918816.0
42,0,1,3,1,0,8,15563,0,0,4551,1,1,2,1204501,60,596.86,-1,0,1,38200.0
64,0,1,1,1,1,1,32063,23690,2,4946,1,0,2,263033,60,630.78,-1,0,0,263033.0
41,1,0,1,0,0,6,16769,0,1,739,0,2,2,1934267,12,618.07,-1,0,1,326512.0
34,1,1,0,1,0,11,37837,0,1,14185,1,2,1,524215,24,678.91,-1,0,0,524215.0
46,0,1,1,0,1,23,45088,0,1,5752,0,2,3,589182,36,651.0,-1,0,0,589182.0
