Age,Gender,Marital_Status,Dependents,Education,Self_Employed,Work_Experience_Years,ApplicantIncome,CoapplicantIncome,Salary_Payment_Mode,Existing_EMI,Residential_Assets,Area,Loan_Purpose,LoanAmount,Loan_Amount_Term,Approved_Status,Approved_Bank,Hidden_CIBIL
57,1,0,2,1,0,33,62008,37389,1,4763,1,2,1,1922963,24,1,9,730.87
45,0,1,1,1,0,15,65550,0,2,16499,0,2,4,613921,12,1,9,711.83
51,0,0,2,1,0,29,59730,27178,2,5047,1,1,0,318555,84,1,9,741.33
61,1,0,0,0,0,33,49204,0,2,8331,1,2,2,1968160,18,1,9,717.19
51,0,0,0,1,0,26,69068,0,2,4163,0,0,1,1219856,72,1,9,751.35
56,1,0,0,1,0,35,74274,0,2,5341,0,0,2,1735617,24,1,9,731.83
39,1,1,0,1,0,17,54791,34587,2,2073,1,2,1,526280,60,1,9,711.78
42,1,1,1,1,1,19,60051,0,2,15945,0,0,3,1415591,84,1,9,710.55
63,1,1,1,1,0,42,50743,30976,2,12079,1,1,3,501780,48,1,9,767.16
41,0,1,0,1,0,16,47025,0,2,6911,2,0,1,1881000,84,1,9,726.39
59,1,1,1,1,0,23,54462,51379,2,7519,0,2,3,2178480,12,1,9,706.23
48,1,1,0,1,0,24,64473,19289,0,20615,1,1,3,1686135,48,1,9,705.7
61,1,0,0,0,0,40,43501,23561,0,6852,1,2,1,1740040,84,1,9,729.8
40,1,1,3,1,0,15,50627,24198,2,15003,0,2,3,1619346,12,1,9,709.45
41,1,0,0,1,0,21,49270,0,2,3762,1,0,1,1970800,60,1,9,739.93
61,0,1,0,2,1,39,77596,29394,1,15769,1,1,3,210549,84,1,9,768.8
52,1,0,0,1,0,8,50259,0,2,11481,1,1,3,52804,18,1,9,707.23
43,1,0,1,1,0,19,51333,23895,2,13355,1,0,1,1237109,60,1,9,719.02
36,0,0,1,1,0,11,48548,54439,2,1006,1,1,3,404726,18,1,9,719.85
56,1,1,1,1,1,27,63671,0,2,17312,0,2,4,508831,18,1,9,734.77
37,0,1,3,1,1,19,61713,0,2,6189,2,0,2,2124063,18,1,9,729.92
62,0,1,1,1,1,30,50298,0,1,14311,2,0,5,1332802,72,1,9,748.74
60,0,1,0,1,1,22,54176,57740,2,1703,1,2,1,1186242,36,1,9,728.17
62,1,1,1,1,0,21,61839,0,2,14125,1,1,3,1446721,84,1,9,732.75
46,0,1,2,1,0,24,63375,0,2,2447,1,1,4,726761,48,1,9,784.37
55,1,1,1,1,1,18,67430,13054,2,20490,0,1,1,2293400,48,1,9,733.24
21,1,0,1,2,1,2,39508,0,2,4973,0,1,2,890559,12,1,9,720.27
58,1,1,3,1,1,32,54436,47360,0,3022,1,2,0,683064,12,1,9,711.18
53,0,1,0,2,0,33,73086,24818,2,19911,1,1,0,595396,36,1,9,737.46
45,0,1,0,1,0,21,53162,24987,2,12660,0,2,2,1332538,12,1,9,735.03
55,1,0,0,1,0,24,63113,17848,0,970,0,2,4,1880674,24,1,9,715.03
39,0,0,1,2,0,18,60021,21915,1,19553,0,0,0,715609,18,1,9,723.98
59,0,0,1,2,0,26,67986,34165,2,13697,1,0,5,2404462,60,1,9,804.44
41,1,1,2,0,0,24,58736,49006,2,903,0,2,2,1373420,48,1,9,713.05
52,0,1,0,1,0,10,56940,10835,2,12771,1,1,2,671992,72,1,9,735.14
61,1,0,0,1,0,41,43466,11287,1,710,0,1,2,543081,60,1,9,785.71
63,0,1,1,1,1,40,61098,0,1,8656,1,2,4,441328,84,1,9,743.64
61,1,1,1,1,0,33,65908,59283,2,15847,0,1,1,2046261,24,1,9,705.6
45,1,0,0,1,1,18,55488,25840,1,3929,1,0,2,2019520,36,1,9,744.45
46,1,1,0,1,1,18,58733,0,2,16313,1,1,5,109266,18,1,9,713.89
63,1,1,3,2,1,41,63066,0,0,3678,1,2,0,2150389,72,1,9,791.9
56,1,0,1,1,0,36,54599,20614,2,3509,1,0,3,429996,48,1,9,740.29
63,1,1,1,1,0,38,67017,0,2,14237,0,1,2,1828600,12,1,9,747.21
63,1,1,0,1,1,28,63520,59437,1,7148,0,0,0,2078464,84,1,9,752.63
61,1,1,0,1,0,25,48940,57361,1,8707,1,2,2,1714380,24,1,9,728.19
62,0,1,2,1,0,40,57756,0,1,14046,0,0,0,626509,36,1,9,760.2
61,0,1,1,1,0,34,77509,18750,2,23344,1,1,3,151362,12,1,9,742.2
43,1,0,0,2,0,24,52204,28079,2,13908,0,2,2,711815,60,1,9,738.08
58,0,0,0,1,0,31,47394,0,2,4515,1,2,3,1201608,18,1,9,746.65
38,0,1,0,1,0,19,47642,0,2,4645,2,2,1,1905680,36,1,9,715.4
63,1,1,0,1,0,9,45127,16414,2,493,0,2,2,1805080,72,1,9,720.2
56,1,0,2,1,0,37,47714,0,2,3087,2,1,2,1721858,48,1,9,783.46
54,1,0,2,1,0,27,53263,50892,1,11122,1,2,1,701905,24,1,9,709.9
59,0,0,2,1,1,25,68712,23068,1,14854,1,1,1,1986063,72,1,9,748.1
59,1,1,1,1,1,29,64780,0,2,5398,0,0,3,75633,18,1,9,709.76
62,0,1,2,1,0,43,56459,21782,0,11441,1,1,3,916059,48,1,9,740.03
56,0,1,1,1,0,20,54205,0,2,14378,0,2,1,1732221,24,1,9,709.74
48,1,1,0,1,0,15,45445,0,2,9406,0,1,3,1027399,12,1,9,711.93
64,1,0,1,1,1,39,61298,0,2,7198,1,0,0,708673,36,1,9,750.32
29,1,1,0,1,0,11,61851,0,0,4950,1,2,3,881152,48,1,9,707.01
59,1,0,0,2,0,12,42987,0,2,871,2,2,1,823996,24,1,9,727.7
46,0,0,0,1,0,23,66517,52890,1,23234,1,0,2,604575,60,1,9,732.58
62,1,1,0,1,0,37,59441,0,2,7460,1,1,2,1015869,84,1,9,713.8
58,1,1,1,1,0,27,59834,0,1,2912,0,0,0,963440,72,1,9,711.8
62,0,0,0,0,0,33,53601,0,2,16477,0,1,1,544955,84,1,9,731.0
57,0,1,0,1,0,29,69878,34487,1,22015,0,0,1,1750802,24,1,9,750.68
48,0,1,1,1,0,29,53617,0,2,6664,0,1,0,2144680,36,1,9,728.8
55,1,0,0,1,0,13,60360,0,2,11982,0,2,3,2214400,24,1,9,709.39
53,1,1,0,2,0,29,69676,59689,2,21248,2,1,0,535081,12,1,9,712.42
44,1,1,1,2,0,12,44350,9228,2,9535,1,2,2,1774000,72,1,9,707.77
45,1,0,0,2,1,28,77179,0,2,15595,0,1,1,836364,60,1,9,705.68
40,0,0,2,1,0,18,68288,33680,2,4139,1,1,1,2233702,84,1,9,739.87
44,0,1,1,1,0,24,65854,0,2,13646,0,1,3,94674,48,1,9,708.37
56,1,1,0,2,0,10,61083,0,2,16908,1,1,2,2243320,36,1,9,711.32
62,1,1,0,1,0,40,60849,0,2,8578,1,0,0,1669504,36,1,9,746.87
39,0,1,0,2,0,19,67952,27283,2,14080,1,0,3,2258438,84,1,9,715.39
33,1,0,0,1,0,13,44545,0,1,13699,1,2,1,1781800,24,1,9,706.02
57,1,0,1,1,1,33,61000,0,1,9428,1,2,1,2303620,12,1,9,707.85
49,0,1,0,1,0,30,62446,54284,2,1503,2,1,1,260645,18,1,9,764.75
48,1,0,1,2,0,17,59398,15771,2,6698,2,1,3,1477680,72,1,9,727.59
40,0,0,1,2,1,17,70557,20936,2,14172,0,1,1,254561,36,1,9,712.53
40,1,1,1,1,0,14,50135,0,0,2643,1,1,2,1805400,24,1,9,725.99
57,0,1,0,1,0,19,57887,0,2,6942,2,1,5,990066,18,1,9,719.23
51,0,1,0,1,0,30,69182,0,1,17253,2,2,4,809141,48,1,9,758.73
57,1,1,0,1,0,28,57896,18544,1,527,2,1,1,1903223,84,1,9,755.98
41,1,0,1,1,0,8,56924,0,1,9281,2,1,1,1857118,18,1,9,706.99
44,1,0,1,1,0,26,68752,0,2,20462,0,0,3,375529,72,1,9,731.17
45,1,1,0,1,0,13,64845,0,2,19952,0,1,0,2393800,60,1,9,717.29
38,1,1,1,2,0,15,53008,0,2,13503,1,0,0,790227,72,1,9,714.64
63,0,1,0,1,0,38,61205,0,2,8838,1,1,0,73896,84,1,9,736.03
49,0,1,1,1,1,20,46474,40047,1,75,1,2,4,369337,18,1,9,706.5
62,1,1,1,1,0,37,65857,0,2,10389,0,0,2,2128978,36,1,9,716.47
58,1,1,0,1,1,25,52750,21802,1,14445,0,0,2,995078,84,1,9,708.9
54,0,1,1,1,0,24,68470,0,2,20467,2,2,1,2407020,24,1,9,753.15
59,1,1,2,2,0,18,73965,31594,0,4475,1,1,2,1003616,72,1,9,730.44
51,1,1,0,2,0,32,62681,0,2,17037,1,0,4,1546831,72,1,9,788.3
56,1,1,3,0,0,16,48570,0,2,2652,0,2,2,1866883,24,1,9,723.4
54,1,0,3,1,1,28,70199,25845,1,6387,1,2,2,1290277,48,1,9,727.91
38,0,0,1,1,0,16,58038,8347,2,10116,2,0,0,213405,36,1,9,708.96
45,1,1,1,1,0,18,48687,0,2,11088,0,2,1,1231718,36,1,9,710.95
59,0,0,1,1,0,39,53464,10030,2,16030,1,1,3,1377190,48,1,9,760.66
32,1,1,0,2,0,11,64010,0,2,15283,0,2,3,2360400,12,1,9,705.48
37,0,1,2,2,0,4,49185,28722,2,5072,1,2,2,1767400,12,1,9,716.51
56,0,1,1,0,1,33,59905,0,1,14898,2,1,2,1390300,12,1,9,726.46
61,0,1,1,2,0,39,66251,0,1,2186,0,0,4,1415004,36,1,9,804.39
29,1,1,0,1,0,8,62800,0,0,16826,1,1,0,2100528,72,1,9,708.48
56,1,1,1,1,0,36,75446,27586,0,7290,1,0,5,507776,84,1,9,746.13
60,0,1,1,1,1,29,62134,0,0,1252,0,1,2,280984,12,1,9,719.2
43,1,1,1,1,0,8,31262,0,2,9145,0,2,1,1050480,48,1,9,715.34
57,0,1,1,1,0,11,55205,0,2,5370,2,2,2,598973,24,1,9,705.37
63,0,0,0,1,0,39,67920,24326,2,5254,2,0,4,1242853,12,1,9,731.9
50,1,1,1,0,1,30,41908,0,2,13757,2,1,4,1454509,36,1,9,762.19
62,1,1,1,1,0,39,60968,0,2,20590,1,0,1,241628,48,1,9,768.16
54,1,1,1,1,0,30,57833,0,2,5916,0,1,4,774863,48,1,9,747.55
62,0,0,0,1,1,37,57857,39035,1,19517,0,2,1,2223319,12,1,9,719.95
43,0,0,2,1,0,23,56877,15563,0,14377,0,0,3,87163,84,1,9,715.88
64,1,1,1,1,0,38,53719,58838,2,2900,0,2,3,106017,24,1,9,718.43
46,0,1,1,1,0,22,57369,0,2,3540,1,1,2,2294760,18,1,9,714.77
49,1,0,1,2,1,28,54724,8986,2,3307,0,0,1,1276528,24,1,9,707.55
43,0,1,2,1,0,21,58854,44505,0,3298,2,0,3,1137976,48,1,9,757.14
44,1,1,1,2,1,21,67787,0,2,1058,0,2,3,331318,18,1,9,738.98
52,0,0,2,2,0,29,65257,0,2,17685,2,1,3,2117785,84,1,9,744.57
63,0,1,3,1,0,36,53584,0,2,3049,0,0,3,55942,18,1,9,734.99
47,0,1,0,1,0,14,51343,0,0,10478,1,0,4,1389930,60,1,9,719.18
59,0,1,3,1,1,17,50754,0,2,4693,1,2,1,515062,24,1,9,721.05
56,1,1,0,1,0,32,71853,56167,0,4787,1,0,3,2176375,84,1,9,733.83
57,1,1,2,2,0,19,71409,11842,2,24922,0,0,0,1914123,36,1,9,757.16
59,1,0,1,2,0,24,59196,0,2,272,0,1,0,1341592,18,1,9,789.15
61,1,1,0,2,0,41,64424,0,1,7855,0,2,3,2445219,84,1,9,763.32
50,1,1,1,2,1,22,58017,0,2,6341,0,1,0,1099252,72,1,9,741.19
61,0,0,1,1,1,35,53697,0,2,11509,2,0,1,1781092,36,1,9,754.39
61,0,1,0,1,0,31,64464,0,0,10180,1,0,1,1985455,60,1,9,713.64
42,0,1,0,1,1,14,58184,42215,2,17296,1,0,3,1446945,48,1,9,707.82
57,1,0,0,1,0,21,51705,35702,0,6075,0,2,2,707435,48,1,9,735.81
49,1,1,0,1,0,28,62869,0,2,9144,0,2,1,1797544,18,1,9,735.95
45,1,0,0,1,0,13,56729,23718,1,15551,1,1,3,197670,48,1,9,733.47
57,1,1,0,1,0,37,50784,0,2,17561,2,1,1,727522,18,1,9,772.43
50,0,0,0,1,0,31,61748,0,2,12418,0,2,4,1161402,84,1,9,732.05
59,1,1,0,2,0,37,64981,0,1,10699,1,0,1,707626,36,1,9,761.23
35,1,0,0,1,0,7,55259,0,1,1355,1,0,1,873034,60,1,9,710.85
32,0,1,2,2,0,13,61030,0,2,16786,0,0,4,1976700,48,1,9,705.46
50,1,1,2,1,0,28,44611,0,2,1774,1,2,0,866976,48,1,9,715.25
49,0,1,1,1,0,30,57639,25045,1,12361,1,0,0,1740209,84,1,9,710.46
55,1,0,0,2,1,24,69565,0,2,20643,1,0,2,1975099,72,1,9,721.85
61,0,1,0,2,0,37,61284,0,2,16590,1,0,1,633784,24,1,9,763.75
37,0,1,0,2,0,9,39268,19436,2,13708,1,1,0,79537,72,1,9,713.04
57,1,1,1,1,0,9,45994,0,2,14642,0,1,0,756380,36,1,9,708.07
51,0,1,0,1,1,27,56326,0,2,9396,0,0,1,2053040,84,1,9,764.13
60,1,1,2,1,0,39,67506,35748,2,19603,1,1,1,659522,24,1,9,731.28
41,1,1,0,2,0,15,58813,0,1,9090,0,1,3,557396,48,1,9,733.78
54,1,0,0,1,0,21,57336,0,1,7882,0,0,4,1751111,12,1,9,723.08
63,0,1,0,1,1,15,50310,0,0,4122,0,1,0,230742,60,1,9,751.51
44,1,0,0,1,0,23,60564,17506,2,8012,1,1,0,1854132,60,1,9,707.69
53,1,1,2,2,1,9,50363,13839,1,4906,1,2,4,2014520,36,1,9,742.21
55,0,1,2,1,1,32,52510,0,2,6468,0,0,1,370923,18,1,9,743.18
62,1,0,0,1,1,27,55987,30296,0,6216,1,1,1,1569854,60,1,9,718.49
46,1,1,2,1,0,27,51997,0,2,4492,0,2,3,1455970,12,1,9,731.61
55,0,1,1,1,1,13,40907,0,2,1210,1,2,0,758116,18,1,9,715.37
39,1,1,2,1,0,22,60899,28329,0,11865,2,2,3,2235960,84,1,9,707.75
60,1,1,1,1,0,34,55176,0,2,13658,0,2,1,2167076,18,1,9,714.52
50,0,1,0,2,0,22,66359,0,2,8075,0,2,2,2252902,12,1,9,756.98
51,0,1,1,1,1,12,44560,34770,1,6556,0,1,4,371061,36,1,9,705.13
52,0,1,0,0,0,28,38476,0,2,137,1,0,0,364191,48,1,9,745.61
51,1,1,0,1,0,22,58706,0,0,13859,1,0,0,1742516,12,1,9,706.07
63,1,0,0,2,0,35,76551,0,2,3216,2,2,1,1753970,36,1,9,779.28
48,1,1,1,2,1,14,63054,0,2,4770,1,2,0,2436790,84,1,9,714.75
59,1,0,1,2,0,29,74334,0,0,20579,1,0,1,1535559,12,1,9,706.69
54,1,0,0,1,1,13,36873,31539,2,9467,1,2,2,736874,60,1,9,715.43
52,1,1,3,1,0,33,47365,19016,1,1668,0,1,1,268874,72,1,9,733.14
39,0,1,0,2,0,19,70523,0,1,12728,1,0,5,2150252,72,1,9,717.49
64,1,1,3,1,0,22,47417,0,0,5014,2,1,0,138700,72,1,9,721.51
51,0,1,0,2,0,25,50225,0,2,15863,0,0,0,1556165,24,1,9,755.32
47,1,1,0,1,1,28,58891,0,2,486,1,0,1,506499,24,1,9,709.69
42,1,1,1,1,1,12,64922,0,2,16176,1,2,1,2038931,18,1,9,713.96
61,1,0,0,1,0,28,65496,0,2,19341,0,1,1,729142,18,1,9,710.03
49,0,1,1,1,1,22,56776,24223,2,15107,1,0,3,1399060,18,1,9,726.1
52,1,1,0,1,0,19,69905,0,2,19051,1,2,3,863544,84,1,9,709.27
35,1,1,0,1,0,14,38812,0,2,3179,0,1,1,1010516,12,1,9,707.55
27,0,0,2,1,0,6,44466,0,2,10047,1,2,1,1578640,84,1,9,709.23
53,0,1,0,1,0,30,56283,49648,2,98,1,0,0,2051320,12,1,9,746.78
55,0,1,0,1,1,2,44508,0,1,8722,0,1,5,894287,72,1,9,712.64
60,0,0,0,1,0,37,58416,18333,2,15258,1,2,2,1557315,24,1,9,737.97
39,1,0,0,1,0,17,60073,0,2,3595,0,1,0,1724499,48,1,9,710.87
42,0,0,0,1,0,8,33860,0,2,740,1,2,1,349661,84,1,9,716.09
55,0,1,0,1,0,32,66619,0,1,22681,2,1,3,1070879,24,1,9,730.97
62,0,1,0,0,0,27,56475,0,2,2014,1,0,2,358028,24,1,9,751.5
61,1,0,3,1,0,41,66502,34023,0,4498,2,1,0,2444202,24,1,9,726.71
46,1,0,0,1,1,23,55955,0,2,13720,0,2,1,1840773,60,1,9,734.98
45,0,1,0,1,1,24,53526,0,1,15189,0,1,1,1805600,24,1,9,722.89
60,1,1,0,1,0,41,51093,20376,2,14759,0,1,2,535825,60,1,9,830.42
58,1,0,0,1,0,36,50550,28670,0,12884,0,1,0,1585676,36,1,9,731.99
60,0,1,0,1,1,34,68687,0,2,4000,1,2,3,2060866,24,1,9,722.76
50,1,0,3,1,1,27,65457,43061,0,8910,2,2,3,434613,12,1,9,718.96
29,1,1,1,1,0,6,33228,36204,2,6232,0,2,0,68248,12,1,9,717.06
59,1,0,0,1,0,29,58645,0,1,6901,0,0,5,437589,60,1,9,718.11
48,0,1,2,1,1,29,50951,0,1,3604,2,0,0,2031477,48,1,9,711.85
55,1,1,0,1,0,36,56451,31551,2,13887,1,2,0,1678143,72,1,9,747.11
36,1,1,1,2,1,9,51752,0,1,4495,0,1,1,1458143,24,1,9,710.17
63,0,1,2,0,1,35,36841,30717,1,4156,1,0,3,80192,18,1,9,711.04
57,1,1,0,1,0,34,57562,0,2,17902,0,2,1,260903,72,1,9,708.79
44,1,1,1,1,0,24,59559,0,2,6839,1,0,1,149092,24,1,9,734.81
47,1,1,0,1,1,25,40905,23492,2,3089,1,1,2,1000716,36,1,9,748.18
58,1,0,0,1,0,31,68212,0,2,9021,0,0,3,2499409,24,1,9,714.8
63,0,1,2,1,0,38,50019,42116,2,10829,1,1,3,100002,12,1,9,719.99
53,1,1,2,2,0,33,65055,44724,2,20393,2,1,3,1202670,84,1,9,800.64
47,0,1,1,2,0,28,61714,56228,2,14795,1,2,1,2201506,18,1,9,751.66
49,1,0,0,1,0,11,51097,0,2,82,0,0,1,192590,36,1,9,705.81
44,1,0,0,1,1,23,48374,8237,2,13424,0,2,1,1135712,48,1,9,750.67
42,0,1,0,2,1,18,60650,0,1,18023,0,1,4,692959,84,1,9,724.79
55,1,0,2,1,0,36,56006,0,2,6382,1,0,3,784193,72,1,9,793.9
53,0,1,2,1,0,34,51888,0,2,12036,0,1,3,1253966,24,1,9,803.18
48,0,0,1,1,0,23,55136,40318,2,2181,1,1,4,94903,18,1,9,726.25
50,1,0,1,1,0,20,50974,0,2,3538,0,1,3,603731,12,1,9,713.1
62,1,0,2,1,0,42,51829,0,2,10927,0,0,0,878308,24,1,9,744.46
63,1,1,1,2,0,35,58054,0,2,12229,2,2,4,444743,18,1,9,755.13
62,0,0,2,1,1,31,56506,0,1,10931,0,2,1,2060240,84,1,9,722.59
53,1,1,0,1,0,21,62571,0,2,20266,1,2,3,1929257,48,1,9,744.96
47,1,1,1,1,0,24,57438,19500,1,3209,1,0,5,289763,84,1,9,713.03
59,1,1,2,1,0,36,52102,0,2,6641,0,0,1,307288,72,1,9,709.18
35,1,0,0,1,0,14,60040,0,2,2935,1,1,1,808189,12,1,9,733.19
58,1,1,2,1,0,7,43914,0,2,6787,2,1,0,290097,36,1,9,709.1
38,0,0,0,1,0,13,56543,0,2,17937,0,0,1,1866423,72,1,9,722.88
41,1,0,1,1,1,20,63941,40408,2,512,0,2,2,2382304,24,1,9,748.37
58,1,1,3,1,0,16,49918,15059,2,15987,0,1,1,1310224,24,1,9,722.49
25,1,1,0,1,0,6,60741,0,2,1797,0,0,5,819724,36,1,9,719.65
55,0,1,1,2,1,32,69589,34133,0,6053,0,1,2,146347,36,1,9,721.52
30,1,0,1,1,0,5,33339,0,2,6665,1,2,2,1133560,60,1,9,706.28
54,1,0,1,1,0,34,56439,0,1,18326,1,0,3,1960586,24,1,9,765.72
44,0,0,2,1,0,20,65154,0,2,7970,2,2,0,2194148,18,1,9,735.25
57,0,1,1,2,1,30,65387,0,2,13348,1,0,3,804664,72,1,9,776.13
48,1,1,1,1,0,19,51162,0,2,3530,2,0,0,69383,84,1,9,736.19
63,1,1,3,1,0,36,62796,30178,2,1026,2,1,4,2311840,18,1,9,757.13
57,1,1,1,2,0,33,64201,59081,2,17653,0,2,1,367438,36,1,9,730.48
54,0,0,2,1,0,26,63520,16396,2,15195,1,1,2,1798507,18,1,9,719.45
48,0,0,1,1,0,28,69074,0,2,1963,0,1,3,2402716,72,1,9,724.39
57,0,1,0,1,0,33,52165,0,2,12853,0,2,2,1009721,36,1,9,718.72
62,1,0,0,1,0,35,47258,27505,2,1755,0,1,1,1890320,48,1,9,722.09
27,1,1,0,1,0,2,48478,31145,2,14647,0,1,5,220698,18,1,9,720.98
64,1,1,2,1,0,35,59871,0,2,4755,0,0,2,2194840,24,1,9,731.78
56,0,1,1,1,0,32,70048,18073,1,6385,2,1,4,1669280,24,1,9,791.63
50,0,0,1,1,1,30,64215,26918,2,13881,1,2,2,2367422,36,1,9,734.64
37,0,0,0,2,0,7,64415,0,2,10248,2,2,0,2465025,36,1,9,720.7
38,0,0,1,1,0,19,60036,56750,2,15827,0,1,5,254019,72,1,9,721.6
44,1,1,0,0,0,22,56458,12288,2,4250,2,1,1,822215,72,1,9,716.43
63,1,0,1,1,1,19,41946,52818,2,9612,2,1,5,810192,18,1,9,712.9
62,0,0,3,1,0,42,58965,0,2,3723,1,0,3,668507,12,1,9,768.73
46,0,1,0,2,1,9,65887,52836,1,12020,0,2,3,2241113,72,1,9,716.71
62,1,0,0,1,0,19,50931,0,2,15923,0,0,2,490779,60,1,9,716.5
64,1,0,0,1,0,35,55032,46670,1,14275,0,0,0,312646,60,1,9,708.76
63,0,1,2,1,0,31,55281,0,2,2735,2,0,0,1504932,72,1,9,749.04
47,1,1,0,0,0,11,44820,55756,2,7464,0,0,2,1792800,24,1,9,706.41
48,1,1,1,1,1,29,67219,0,1,12148,1,1,3,2239431,18,1,9,720.21
53,1,1,1,2,0,31,67411,30333,2,16425,2,1,0,1631471,24,1,9,733.02
30,1,1,1,1,0,11,38985,0,2,3403,0,0,0,818241,36,1,9,710.84
60,1,1,1,2,0,18,66081,24632,2,5595,1,0,0,1769060,24,1,9,723.24
48,1,1,0,2,0,22,70182,0,2,22403,1,1,3,1921937,12,1,9,756.5
54,1,1,0,1,1,24,59083,34984,2,12052,0,1,3,821518,48,1,9,719.2
64,1,1,0,1,0,44,52097,0,2,12788,0,2,2,275038,12,1,9,786.57
63,1,0,0,1,0,41,63889,27995,0,79,2,0,1,1170859,84,1,9,740.33
43,0,1,1,2,0,16,58909,0,2,12083,0,2,2,2156360,72,1,9,737.66
43,1,1,0,1,0,16,60653,0,2,13921,0,1,1,1138254,12,1,9,710.53
59,1,1,2,0,0,38,63597,0,1,16724,0,0,0,2070504,36,1,9,737.72
37,1,1,2,1,0,4,50134,46265,2,7669,1,1,5,1575081,12,1,9,707.79
55,0,1,0,1,0,32,49478,40980,1,980,1,1,1,1518460,84,1,9,734.06
49,1,0,0,2,0,8,56597,0,1,14858,0,0,5,397061,72,1,9,716.2
55,0,1,0,2,0,21,62458,36845,2,8558,0,2,1,321857,24,1,9,724.36
55,1,1,1,1,0,25,65517,0,2,4703,1,1,2,203719,48,1,9,736.18
57,1,0,1,1,0,21,70112,0,0,22636,1,2,2,2037667,24,1,9,718.51
61,1,1,1,1,1,32,50421,0,2,11412,0,2,0,2016840,84,1,9,758.28
59,1,1,1,1,0,29,56419,15544,1,3504,1,2,4,222428,36,1,9,719.54
64,1,1,0,0,0,42,57555,0,2,13876,0,0,5,851340,36,1,9,749.7
60,1,1,2,1,0,24,56661,0,2,7549,2,1,3,924739,72,1,9,713.25
60,1,0,0,1,0,32,62246,0,2,5517,0,1,2,2092269,72,1,9,736.12
57,1,1,3,1,0,24,62340,0,2,1931,1,2,0,51633,12,1,9,736.22
50,0,1,0,1,0,21,66595,0,2,6515,1,2,2,849073,84,1,9,751.81
45,1,1,1,1,0,13,63993,0,2,13852,1,1,5,601756,84,1,9,706.39
64,0,1,0,2,1,37,58351,0,2,9322,0,1,3,1454037,60,1,9,807.08
53,1,1,1,1,0,32,65888,47968,2,16703,1,1,3,1853728,72,1,9,756.68
53,1,0,2,1,0,15,51474,0,2,3541,2,2,3,1858960,24,1,9,726.97
46,0,1,1,1,0,20,63686,0,2,6219,0,1,3,426206,18,1,9,722.31
50,0,1,0,1,1,23,61165,42154,2,16478,0,1,0,2246600,48,1,9,750.53
41,1,1,0,2,0,17,57312,0,1,16931,0,1,3,2281696,48,1,9,768.97
51,1,0,0,1,0,29,63634,0,2,6439,0,0,0,446535,72,1,9,710.16
35,1,0,0,0,0,10,46544,50856,2,2742,1,0,2,1849335,12,1,9,724.6
53,0,1,1,1,1,32,67154,0,0,14845,1,1,3,769704,18,1,9,717.91
38,0,1,1,2,1,10,57537,48833,2,0,1,0,3,554153,48,1,9,726.55
24,1,0,1,2,0,4,58414,0,2,8419,1,2,4,1243901,84,1,9,708.44
50,0,1,1,1,0,21,51147,51894,2,1766,0,0,5,2045880,84,1,9,706.37
60,1,1,1,1,0,19,66989,51707,0,12927,0,1,4,675288,12,1,9,752.56
52,1,1,3,1,0,25,51929,0,2,8689,2,2,2,1173041,60,1,9,711.62
61,1,0,0,2,0,27,59675,0,0,18480,0,0,3,299070,18,1,9,709.06
55,1,1,1,1,0,29,64200,11416,0,19638,0,2,2,343136,36,1,9,708.61
38,1,1,0,1,0,18,56848,45244,2,14166,1,2,2,871223,24,1,9,747.39
59,0,1,1,1,1,33,50385,45001,2,7504,0,1,0,1143719,72,1,9,746.27
44,1,0,1,0,0,22,68542,49783,2,4042,1,2,4,2032214,60,1,9,745.08
41,1,0,1,1,1,15,45018,0,2,1075,1,0,5,1369034,24,1,9,739.42
55,0,0,1,1,1,30,68927,0,1,5212,0,1,3,113828,24,1,9,728.42
62,0,1,1,1,1,31,66498,0,2,10694,2,1,5,1756855,60,1,9,740.0
56,1,0,1,2,1,9,55405,0,2,7431,0,1,1,161352,60,1,9,736.1
58,1,1,1,0,0,38,57876,0,2,300,1,1,3,1718267,24,1,9,732.53
57,0,1,1,1,1,35,61716,0,1,7582,0,2,4,690894,24,1,9,764.47
59,1,1,1,1,1,18,54714,34759,1,6685,1,1,2,1988560,24,1,9,709.37
58,0,0,1,1,1,11,37381,39954,1,3973,1,0,2,765464,84,1,9,731.06
47,0,0,1,1,0,21,64447,35151,2,22375,2,0,4,63529,18,1,9,712.39
38,0,1,1,1,0,13,44448,48837,2,1890,1,2,0,155737,72,1,9,706.62
43,1,0,1,2,0,24,61268,24619,1,6718,0,0,3,761644,72,1,9,708.21
61,1,1,3,2,0,37,64675,51536,1,6949,1,1,3,1310045,72,1,9,741.37
51,1,0,0,1,0,16,52298,19473,2,4189,1,0,5,124614,36,1,9,738.82
59,1,1,0,1,1,13,57672,0,1,12607,1,2,4,292012,60,1,9,741.22
55,0,1,0,1,1,22,58958,0,2,3454,1,1,2,534895,36,1,9,742.14
61,1,0,1,0,0,40,35727,0,2,7248,1,2,0,1429080,36,1,9,747.57
53,1,1,1,1,0,22,64928,15695,2,7081,1,1,2,690893,48,1,9,716.28
52,1,1,0,0,1,29,50270,0,2,6217,0,1,3,805789,48,1,9,705.31
48,1,1,0,1,1,24,51599,0,2,15086,1,1,3,1220549,48,1,9,748.59
52,1,1,1,1,0,17,53933,13649,2,9209,0,0,4,1957320,24,1,9,772.92
